ores	0.4581196581196581
mica	0.1452991452991453
opal	0.044444444444444446
sapphire	0.042735042735042736
emery	0.037606837606837605
topaz	0.037606837606837605
emerald	0.03418803418803419
sienna	0.03076923076923077
amethyst	0.03076923076923077
hyacinth	0.023931623931623933
chalk	0.017094017094017096
umber	0.013675213675213675
onyx	0.011965811965811967
mineral	0.010256410256410256
Mineral	0.010256410256410256
alabaster	0.006837606837606838
spars	0.006837606837606838
borax	0.006837606837606838
rhinestone	0.006837606837606838
moonstone	0.003418803418803419
barite	0.003418803418803419
asbestos	0.003418803418803419
bauxite	0.003418803418803419
moonstones	0.0017094017094017094
peridot	0.0017094017094017094
bloodstone	0.0017094017094017094
sapphires	0.0017094017094017094
opals	0.0017094017094017094
ochre	0.0017094017094017094
