bronze	0.2551594746716698
steel	0.1425891181988743
steam	0.06378986866791744
gels	0.06378986866791744
alum	0.055034396497811125
paste	0.0525328330206379
soles	0.04878048780487805
vapor	0.04127579737335835
solutions	0.02626641651031895
solution	0.02626641651031895
manna	0.02626641651031895
brass	0.0225140712945591
Steel	0.0225140712945591
matte	0.0150093808630394
sols	0.0150093808630394
ambrosia	0.01125703564727955
alloy	0.01125703564727955
toner	0.01125703564727955
Mash	0.01125703564727955
vapour	0.0075046904315197
suspension	0.0075046904315197
Bronze	0.0075046904315197
Steam	0.0075046904315197
MASH	0.0075046904315197
PASTE	0.0075046904315197
PEWter	0.0075046904315197
mouthwash	0.00375234521575985
mash	0.00375234521575985
mixtures	0.00375234521575985
mattes	0.00375234521575985
slurry	0.00375234521575985
solder	0.00375234521575985
stucco	0.001876172607879925
plaster	0.001876172607879925
grout	0.001876172607879925
alums	0.0012507817385866166
pewter	-0.00375234521575985
