mama	0.3984323971260614
mom	0.2691051600261267
mommy	0.09862834748530372
momma	0.05225342913128674
mummy	0.05094709340300457
mamas	0.03200522534291313
MAMA	0.020901371652514697
mamma	0.020248203788373612
moms	0.009797517962116264
mommas	0.007838014369693011
mommies	0.006531678641410843
Mommy	0.006531678641410843
Mama	0.005878510777269758
Mom	0.005878510777269758
mammas	0.003919007184846506
mummies	0.002612671456564337
MaMa	0.001959503592423253
MUMMY	0.001959503592423253
MoM	0.001959503592423253
Mummy	0.0013063357282821686
moM	0.0013063357282821686
